薬品ｺｰﾄﾞ	ﾖﾐｶﾞﾅ	種	薬品名	規格	メーカー	棚番	薬価	購入価	在庫数	調整量	単位	①薬価金額	②購入金額	①－②	販売会社	厚生省ｺｰﾄﾞ
62290804G20201	ﾃﾘﾙｼﾞｰ30	外	テリルジー１００エリプタ３０吸入用(ｷｯﾄ1ｷｯﾄ)		グラクソ・スミスクラ	下吸入	8805.1	7495	5	0	ｷｯﾄ	44025.5	37475	6550.5	グラクソ・スミスクラ	2290804G2029	4987246783026;
62290804G40201	ﾃﾘﾙｼﾞｰ30	外	テリルジー２００エリプタ３０吸入用(ｷｯﾄ1ｷｯﾄ)		グラクソ・スミスクラ	下吸入	10043.3	8697	1	0	ｷｯﾄ	10043.3	8697	1346.3	グラクソ・スミスクラ	2290804G4021	4987246783033;
52149113F10401	ﾃﾙﾁｱｴ	内	テルチア配合錠ＡＰ「サワイ」(PTP1錠)		沢井製薬	下	31.6	23.83	117	0	錠	3697.2	2788.11	909.09	沢井製薬	2149113F1043	4987080681212;
51249010D10248	ﾃﾙﾈﾘﾝｶﾘ	内	テルネリン顆粒０．２％(ﾊﾞﾗ1ｇ)		サンファーマ	散剤棚	22.3	17.58	217	0	ｇ	4839.1	3814.86	1024.24	サンファーマ	1249010D1025	4987047211292;
51249010F10202	ﾃﾙﾈﾘﾝｼﾞ	内	テルネリン錠１ｍｇ(PTP1錠)		サンファーマ	茶	11	8.66	247	0	錠	2717	2139.02	577.98	サンファーマ	1249010F1026	4987047211247;4987047211254;4987047211261;4987047211285;
62659710Q11001	ﾃﾙﾋﾞﾅﾌｨ	外	テルビナフィン塩酸塩外用液１％「サワイ」(本10ｇ)		沢井製薬	外用下	11.4	9.2	140	0	ｇ	1596	1288	308	沢井製薬	2659710Q1108	4987080036210;
62649720N10202	ﾃﾞﾙﾏｸﾘﾝｸ	外	デルマクリンクリーム１％(ﾁｭｰﾌﾞ10ｇ)		摩耶堂製薬	外用下	11.4	11.5	10	0	ｇ	114	115	-1	ミヤリサン	2649720N1028	4987312222176;
52149042F11201	ﾃﾙﾐｻﾙﾀﾝ02	内	テルミサルタン錠２０ｍｇ「杏林」(PTP1錠)		キョーリンリメディオ	茶	10.1	6.11	183	0	錠	1848.3	1118.13	730.17	杏林製薬	2149042F1122	4987060307569;4987060307576;4987060307583;
52149042F20601	ﾃﾙﾐｻﾙﾀﾝ04	内	テルミサルタン錠４０ｍｇ「ＪＧ」(PTP1錠)		日本ジェネリック	茶	11.1	6.65	0	0	錠	0	0	0	日本ジェネリック	2149042F2064	4987792221614;4987792221652;
52149042F22101	ﾃﾙﾐｻﾙﾀﾝ04	内	テルミサルタン錠４０ｍｇ「日医工」(PTP1錠)		日医工	茶	11.1	7.24	410	0	錠	4551	2968.4	1582.6	日医工	2149042F2218	4987376001809;4987376001816;4987376001823;
62646703M11301	ﾃﾞﾙﾓｿﾞｰdﾅ	外	デルモゾールＤＰ軟膏０．０６４％(ﾁｭｰﾌﾞ5ｇ)		岩城製薬		5.8	0	0	0	ｇ	0	0	0	岩城製薬	2646703M1132	4987020016265;4987020016272;
73231401J10401	ﾃﾙﾓﾄｳﾁｭ90	注	テルモ糖注５％　１００ｍＬ(袋1袋)		テルモ		136	127	26	0	袋	3536	3302	234	テルモ	3231401J1043	4987350029515;
62646713Q10801	ﾃﾞﾙﾓﾍﾞｰｽﾛ	外	デルモベートスカルプローション０．０５％(本10ｇ)		グラクソ・スミスクラ	外用下劇	17.2	15.3	40	0	ｇ	688	612	76	グラクソ・スミスクラ	2646713Q1081	4987246706179;
62646713M11301	ﾃﾞﾙﾓﾍﾞｰﾅ	外	デルモベート軟膏０．０５％(ﾁｭｰﾌﾞ5ｇ)		グラクソ・スミスクラ	外用茶劇､5gチューブ	17.2	13.92	100	0	ｇ	1720	1392	328	グラクソ・スミスクラ	2646713M1136	4987246706148;
62359700J21001	ﾃﾚﾐﾝｿﾌﾄ01	外	テレミンソフト坐薬１０ｍｇ(組5個)		ＥＡファーマ	冷蔵庫大	20.3	15.7931	48	0	個	974.4	758.0688	216.3312	ＥＡファーマ	2359700J2106	4987699056418;
51149117F12001	ﾄｱﾗｾｯﾄ	内	トアラセット配合錠「日医工」(PTP1錠)		日医工		9.8	7.29	986	0	錠	9662.8	7187.94	2474.86	日医工	1149117F1209	4987376613408;4987376613422;
51149117F11402	ﾄｱﾗｾｯﾄ	内	トアラセット配合錠「杏林」(PTP1錠)		キョーリンリメディオ	茶劇	9.8	7	0	0	錠	0	0	0	杏林製薬	1149117F1144	4987060308399;4987060308405;
52149026F22201	ﾄﾞｷｻｿﾞｼ01	内	ドキサゾシン錠１ｍｇ「ＮＰ」(PTP1錠)		ニプロ	茶	10.1	7.2368	304	0	錠	3070.4	2199.9872	870.4128	日本ジェネリック	2149026F2227	4987792288518;
52329009C20547	ﾄﾞｸﾞﾏﾁｻ01	内	ドグマチール細粒１０％(ﾊﾞﾗ1ｇ)		日医工	散剤棚劇	12	8.8889	68.3	0	ｇ	819.6	607.1119	212.4881	日医工	2329009C2055	4987376245005;
52190006M12101	ﾄｺﾌｪﾛｰﾙ01	内	トコフェロールニコチン酸エステルカプセル１００ｍｇ「トーワ」(PTP1Ｃ)		東和薬品	茶､PTP／バラ	5.5	4.68	596	0	Ｃ	3278	2789.28	488.72	東和薬品	2190006M1210	4987155112122;4987155112146;
52190006M22301	ﾄｺﾌｪﾛｰﾙ02	内	トコフェロールニコチン酸エステルカプセル２００ｍｇ「日医工」(PTP1Ｃ)		日医工ファーマ		5.7	0	0	0	Ｃ	0	0	0	日医工	2190006M2233	4987376056212;4987376056229;
61319751Q10301	ﾄｽﾌﾛ03	外	トスフロ点眼液０．３％(本5mL)		日東メディック	下点眼	87.2	87.2	5	0	mL	436	436	0	日東メディック	1319751Q1038	4987497295316;4987497295323;4987497295330;
51190012F30702	ﾄﾞﾈﾍﾟｼﾞｵ0	内	ドネペジル塩酸塩ＯＤ錠３ｍｇ「ＮＰ」(PTP1錠)		ニプロ	茶劇	20.8	16.6957	60	0	錠	1248	1001.742	246.258	ニプロ	1190012F3070	4987190026101;4987190026125;
51190012F40702	ﾄﾞﾈﾍﾟｼﾞｵ0	内	ドネペジル塩酸塩ＯＤ錠５ｍｇ「ＮＰ」(PTP1錠)		ニプロ	茶劇	38.1	30.4821	175	0	錠	6667.5	5334.3675	1333.1325	ニプロ	1190012F4076	4987190026200;4987190026224;
51190012F61901	ﾄﾞﾈﾍﾟｼﾞｵ1	内	ドネペジル塩酸塩ＯＤ錠１０ｍｇ「サワイ」(PTP1錠)		沢井製薬	茶劇	106.9	105.7778	0	0	錠	0	0	0	沢井製薬	1190012F6192	4987080208013;4987080208075;
51169101F11701	ﾄﾞﾊﾟｺｰﾙﾊ0	内	ドパコール配合錠Ｌ１００(PTP1錠)		ダイト	茶	9.4	9.4	672	0	錠	6316.8	6316.8	0	日医工	1169101F1170	4987376404617;4987376404624;
51169101F30302	ﾄﾞﾊﾟｺｰﾙﾊ0	内	ドパコール配合錠Ｌ５０(PTP1錠)		ダイト	下	5.9	5.9	428	0	錠	2525.2	2525.2	0	日医工	1169101F3033	4987376404518;
52590015G10201	ﾄﾋﾞｴｰｽ04	内	トビエース錠４ｍｇ(PTP1錠)		ファイザー	茶	146	117.7	214	0	錠	31244	25187.8	6056.2	ファイザー	2590015G1021	4987114121103;4987114121202;
51139008F20301	ﾄﾋﾟﾗﾏｰﾄ10	内	トピラマート錠１００ｍｇ「アメル」(PTP1錠)		共和薬品	下	38	37.7879	33	0	錠	1254	1247.0007	6.9993	共和薬品	1139008F2031	4987058307038;
51169006F10201	ﾄﾞﾌﾟｽ01	内	ドプスＯＤ錠１００ｍｇ(PTP1錠)		住友ファーマ	茶	44.9	35.65	257	0	錠	11539.3	9162.05	2377.25	住友ファーマ	1169006F1027	4987116010078;4987116010085;
51169006F20201	ﾄﾞﾌﾟｽ02	内	ドプスＯＤ錠２００ｍｇ(PTP1錠)		住友ファーマ	茶	83.5	66.3	126	0	錠	10521	8353.8	2167.2	住友ファーマ	1169006F2023	4987116010092;
62699802M10201	ﾄﾞﾎﾞﾍﾞｯﾄﾅ	外	ドボベット軟膏(ﾁｭｰﾌﾞ15ｇ)		レオファーマ	外用下劇､15gチューブ	205.8	159.5333	60	0	ｇ	12348	9571.998	2776.002	協和キリン	2699802M1024	4987057602974;4987057602981;
51124030F20201	ﾄﾞﾗｰﾙｼﾞ02	内	ドラール錠２０　２０ｍｇ(PTP1錠)		久光製薬	向3-30	76.3	58.28	90	0	錠	6867	5245.2	1621.8	久光製薬	1124030F2025	4987188498842;4987188498859;
52139009F30202	ﾄﾗｾﾐﾄﾞｵ04	内	トラセミドＯＤ錠４ｍｇ「ＴＥ」(PTP1錠)		トーアエイヨー	茶	6.9	6.9	246.5	0	錠	1700.85	1700.85	0	トーアエイヨー	2139009F3029	4987142431014;4987142431021;
53969014F10201	ﾄﾗｾﾞﾝﾀ05	内	トラゼンタ錠５ｍｇ(PTP1錠)		日本ベーリンガーイン	茶､PTP／バラ	131.8	113.62	499.5	0	錠	65834.1	56753.19	9080.91	日本ベーリンガーイン	3969014F1024	4987413870511;4987413870528;4987413870542;
51179037F10501	ﾄﾗｿﾞﾄﾞﾝ02	内	トラゾドン塩酸塩錠２５ｍｇ「アメル」(PTP1錠)		共和薬品		5.9	4.525	140	0	錠	826	633.5	192.5	共和薬品	1179037F1053	4987058012284;4987058012291;
53969108F10201	ﾄﾗﾃﾞｨｱﾝｽｴ	内	トラディアンス配合錠ＡＰ(PTP1錠)		日本ベーリンガーイン	下	257.7	222.27	67	0	錠	17265.9	14892.09	2373.81	日本ベーリンガーイン	3969108F1027	4987413880510;
54490002M14501	ﾄﾗﾆﾗｽﾄｶ	内	トラニラストカプセル１００ｍｇ「トーワ」(PTP1Ｃ)		東和薬品	下	7.8	6.89	0	0	Ｃ	0	0	0	東和薬品	4490002M1455	4987155022209;4987155022216;
53327002M13201	ﾄﾗﾈｷｻﾑｶ02	内	トラネキサム酸カプセル２５０ｍｇ「旭化成」(PTP1Ｃ)		旭化成ファーマ	茶	10.1	7.7	58	0	Ｃ	585.8	446.6	139.2	旭化成ファーマ	3327002M1320	4987153095182;
61319754Q10201	ﾄﾗﾊﾞﾀﾝｽ	外	トラバタンズ点眼液０．００４％(本2.5mL)		ノバルティスファーマ	冷蔵庫大	615.5	615.52	12.5	0	mL	7693.75	7694	-0.25	ノバルティスファーマ	1319754Q1023	4987443374522;
51339100F10301	ﾄﾗﾍﾞﾙﾐﾝ	内	トラベルミン配合錠(PTP1錠)		サンノーバ	茶	5.9	4.47	117	0	錠	690.3	522.99	167.31	エーザイ	1339100F1038	4987028203063;
51149038F10201	ﾄﾗﾏｰﾙｵ02	内	トラマールＯＤ錠２５ｍｇ(PTP1錠)		日本新薬	茶劇	30.2	23.64	176	0	錠	5315.2	4160.64	1154.56	日本新薬	1149038F1024	4987173018550;4987173018567;
51149038F20201	ﾄﾗﾏｰﾙｵ05	内	トラマールＯＤ錠５０ｍｇ(PTP1錠)		日本新薬		53.1	0	0	0	錠	0	0	0	日本新薬	1149038F2020	4987173018581;4987173018598;
61324702Q10447	ﾄﾗﾏｿﾞﾘﾝ	外	トラマゾリン点鼻液０．１１８％「ＡＦＰ」(ﾊﾞﾗ1mL)		アルフレッサファーマ	液剤冷蔵庫､100ml瓶	6.2	5.7	20	0	mL	124	114	10	アルフレッサファーマ	1324702Q1042	4987274083389;4987274083402;
51149117F10202	ﾄﾗﾑｾｯﾄ	内	トラムセット配合錠(PTP1錠)		ヤンセンファーマ	茶劇	41.7	31.92	259	0	錠	10800.3	8267.28	2533.02	持田製薬	1149117F1020	4987224090009;4987224090030;
51231009F10801	ﾄﾗﾝｺﾛﾝ	内	トランコロン錠７．５ｍｇ(PTP1錠)		アステラス製薬	不動在庫	5.7	5.1	140	0	錠	798	714	84	アステラス製薬	1231009F1088	4987233182580;4987233182603;
53327002F11401	ﾄﾗﾝｻﾐﾝｼ25	内	トランサミン錠２５０ｍｇ(PTP1錠)		第一三共	茶	10.1	8.6978	181	0	錠	1828.1	1574.3018	253.7982	第一三共	3327002F1142	4987081153657;4987081153725;
51129004Q10347	ﾄﾘｸﾛﾘｰﾙ	内	トリクロリールシロップ１０％(ﾊﾞﾗ1mL)		アルフレッサファーマ	液剤冷蔵庫､500ml瓶	10.2	10.1985	388	0	mL	3957.6	3957.018	0.582	アルフレッサファーマ	1129004Q1031	4987274057199;
52132003F30201	ﾄﾘｸﾛﾙﾒﾁ01	内	トリクロルメチアジド錠１ｍｇ「ＮＰ」(PTP1錠)		ニプロ	茶	6.2	3.8	91	0	錠	564.2	345.8	218.4	ニプロ	2132003F3020	4987190016300;4987190016324;
52132003F14001	ﾄﾘｸﾛﾙﾒﾁ02	内	トリクロルメチアジド錠２ｍｇ「ＮＰ」(PTP1錠)		ニプロ	茶	6.2	4.58	237	0	錠	1469.4	1085.46	383.94	ニプロ	2132003F1400	4987190016409;4987190016423;
51179002F10602	ﾄﾘﾌﾟﾀﾉｰ01	内	トリプタノール錠１０　１０ｍｇ(PTP1錠)		日医工	茶	9.8	7.46	441.5	0	錠	4326.7	3293.59	1033.11	日医工	1179002F1068	4987376554213;4987376554237;
51179060F10201	ﾄﾘﾝﾃﾘｯｸｼﾞ	内	トリンテリックス錠１０ｍｇ(PTP1錠)		武田薬品	下劇	161.7	144.06	111	0	錠	17948.7	15990.66	1958.04	武田薬品	1179060F1028	4987123154581;
51179060F20201	ﾄﾘﾝﾃﾘｯｸｼﾞ	内	トリンテリックス錠２０ｍｇ(PTP1錠)		武田薬品	下劇	242.5	216.04	143	0	錠	34677.5	30893.72	3783.78	武田薬品	1179060F2024	4987123158978;
61319738Q10201	ﾄﾙｿﾌﾟﾄﾃ05	外	トルソプト点眼液０．５％(本5mL)		参天製薬	下点眼	148.1	148	35	0	mL	5183.5	5180	3.5	参天製薬	1319738Q1024	4987084136206;
53399005F10202	ﾄﾞﾙﾅｰｼﾞ	内	ドルナー錠２０μｇ(PTP1錠)		東レ	下劇	31.5	24.11	193	0	錠	6079.5	4653.23	1426.27	トーアエイヨー	3399005F1021	4987142701018;4987142701025;
52139011F30501	ﾄﾙﾊﾞﾌﾟﾀｵ7	内	トルバプタンＯＤ錠７．５ｍｇ「オーツカ」(PTP1錠)		大塚製薬工場	下劇	491.6	377.35	119.5	0	錠	58746.2	45093.325	13652.875	大塚製薬	2139011F3050	4987035622314;4987035622413;
61319819Q10401	ﾄﾞﾙﾓﾛｰﾙﾃ	外	ドルモロール配合点眼液「ニットー」(本5mL)		東亜薬品	下点眼	177.3	188.6667	15	0	mL	2659.5	2830.0005	-170.5005	日東メディック	1319819Q1046	4987497304117;4987497304124;
72499416G10201	ﾄﾙﾘｼﾃｨ90	注	トルリシティ皮下注０．７５ｍｇアテオス　０．５ｍＬ(ｷｯﾄ1ｷｯﾄ)		日本イーライリリー	冷蔵庫上	2917	2917	17	0	ｷｯﾄ	49589	49589	0	住友ファーマ	2499416G1029	4987116290029;
72492419G10201	ﾄﾚｼｰﾊﾞ90	注	トレシーバ注　フレックスタッチ　３００単位(ｷｯﾄ1ｷｯﾄ)		ノボ・ノルディスクフ	冷蔵庫上	2227	2227	9	0	ｷｯﾄ	20043	20043	0	ノボ・ノルディスクフ	2492419G1021	4987616003167;
62646711S20501	ﾄﾞﾚﾆｿﾞﾝ	外	ドレニゾンテープ４μｇ／ｃｍ２　０．３ｍｇ７．５ｃｍ×１０ｃｍ(枚1)		住友ファーマ	外用下袋	64.5	69	9	0	枚	580.5	621	-40.5	帝國製薬	2646711S2051	4987641074293;
51169015F30201	ﾄﾚﾘｰﾌｵ05	内	トレリーフＯＤ錠５０ｍｇ(PTP1錠)		住友ファーマ	下劇	1449.1	1296.0769	39	0	錠	56514.9	50546.9991	5967.9009	住友ファーマ	1169015F3029	4987116010634;4987116010641;
52329015F21401	ﾄﾛｷｼﾋﾟﾄ	内	トロキシピド錠１００ｍｇ「オーハラ」(PTP1錠)		大原薬品工業	下	6.2	5.24	52	0	錠	322.4	272.48	49.92	大原薬品工業	2329015F2146	4987407139204;4987407139211;
52399005F12401	ﾄﾞﾝﾍﾟﾘﾄ00	内	ドンペリドン錠５ｍｇ「サワイ」(PTP1錠)		沢井製薬	下	5.9	5	79	0	錠	466.1	395	71.1	沢井製薬	2399005F1248	4987080103417;
52399005F23901	ﾄﾞﾝﾍﾟﾘﾄ01	内	ドンペリドン錠１０ｍｇ「杏林」(PTP1錠)		キョーリンリメディオ	茶	5.9	4.18	349	0	錠	2059.1	1458.82	600.28	杏林製薬	2399005F2392	4987060309822;4987060309839;
51149007F11401	ﾅｲｷ10	内	ナイキサン錠１００ｍｇ(PTP1錠)		田辺三菱製薬	下劇	6.1	5	126	0	錠	768.6	630	138.6	ニプロＥＳファーマ	1149007F1142	4987813705130;4987813705147;
52399005F40201	ﾅｳｾﾞﾘﾝｵ10	内	ナウゼリンＯＤ錠１０　１０ｍｇ(PTP1錠)		協和キリン	茶	11.5	8.81	150	0	錠	1725	1321.5	403.5	協和キリン	2399005F4026	4987057581798;4987057581804;
62399714J20201	ﾅｳｾﾞﾘﾝｻ03	外	ナウゼリン坐剤３０　３０ｍｇ(組5個)		協和キリン	外用下	71.7	78.4	5	0	個	358.5	392	-33.5	協和キリン	2399714J2022	4987057080345;
52399005R11647	ﾅｳｾﾞﾘﾝﾄ	内	ナウゼリンドライシロップ１％(ﾊﾞﾗ1ｇ)		協和キリン		13.7	0	0	0	ｇ	0	0	0	協和キリン	2399005R1163	4987057537306;4987057537313;
62639700N10701	ﾅｼﾞﾌﾛｷｻｸ	外	ナジフロキサシンクリーム１％「ＳＵＮ」(ﾁｭｰﾌﾞ10ｇ)		サンファーマ	下	24	24	10	0	ｇ	240	240	0	サンファーマ	2639700N1075	4987047310919;
61329710Q10202	ﾅｿﾞﾈｯｸｽ05	外	ナゾネックス点鼻液５０μｇ５６噴霧用　５ｍｇ１０ｇ(瓶1瓶)		オルガノン	下点鼻､５６噴霧	1114.7	899.4	7	0	瓶	7802.9	6295.8	1507.1	杏林製薬	1329710Q1027	4987060008862;4987060008879;
52149012F10502	ﾅﾄﾘｯｸｽｼ01	内	ナトリックス錠１　１ｍｇ(PTP1錠)		京都薬品	茶	10.1	7.66	278	0	錠	2807.8	2129.48	678.32	住友ファーマ	2149012F1059	4987116176514;4987116176613;4987116176712;
62649731N10301	ﾅﾊﾟｹﾞﾙﾝｸ	外	ナパゲルンクリーム３％(ﾁｭｰﾌﾞ25ｇ)		帝國製薬	抗癌剤の隣	6.3	4.744	200	0	ｇ	1260	948.8	311.2	帝國製薬	2649731N1034	4987641077614;
62649731Q10601	ﾅﾊﾟｹﾞﾙﾝﾛ	外	ナパゲルンローション３％(本50mL)		帝國製薬	抗癌剤の隣	6.3	4.804	850	0	mL	5355	4083.4	1271.6	帝國製薬	2649731Q1065	4987641077621;
52590009F61301	ﾅﾌﾄﾋﾟｼﾞﾙｵ	内	ナフトピジルＯＤ錠２５ｍｇ「サワイ」(PTP1錠)		沢井製薬	茶	10.1	8.0974	-13	0	錠	-131.3	-105.2662	-26.0338	沢井製薬	2590009F6138	4987080540113;4987080540120;4987080540175;
52590009F41301	ﾅﾌﾄﾋﾟｼﾞﾙｵ	内	ナフトピジルＯＤ錠５０ｍｇ「サワイ」(PTP1錠)		沢井製薬	茶	14	10.28	274	0	錠	3836	2816.72	1019.28	沢井製薬	2590009F4135	4987080541110;4987080541127;4987080541172;
52590009F51301	ﾅﾌﾄﾋﾟｼﾞﾙｵ	内	ナフトピジルＯＤ錠７５ｍｇ「サワイ」(PTP1錠)		沢井製薬	茶	20.6	15.15	189	0	錠	3893.4	2863.35	1030.05	沢井製薬	2590009F5131	4987080542117;4987080542124;4987080542179;
62649734Q10501	ﾅﾎﾞｰﾙｹﾞ	外	ナボールゲル１％(ﾁｭｰﾌﾞ25ｇ)		久光製薬	外用下	6.2	4.748	425	0	ｇ	2635	2017.9	617.1	久光製薬	2649734Q1050	4987188425114;4987188425404;
52160007F10301	ﾅﾗﾄﾘﾌﾟﾀ02	内	ナラトリプタン錠２．５ｍｇ「ＫＯ」(PTP1錠)		寿製薬	不動在庫	231.9	175.35	26	0	錠	6029.4	4559.1	1470.3	寿製薬	2160007F1039	4987071164014;
51190015F10401	ﾅﾙﾌﾗﾌｨﾝｵ0	内	ナルフラフィン塩酸塩ＯＤ錠２．５μｇ「フソー」(PTP1錠)		扶桑薬品工業	茶劇	334.9	267.5	90	0	錠	30141	24075	6066	扶桑薬品工業	1190015F1046	4987197514106;4987197514113;
62655709N10501	ﾆｿﾞﾗｰﾙ	外	ニゾラールクリーム２％(ﾁｭｰﾌﾞ10ｇ)		ヤンセンファーマ	外用下	24.1	24.8	50	0	ｇ	1205	1240	-35	ヤンセンファーマ	2655709N1053	4987672853461;4987672853478;
62655709Q10202	ﾆｿﾞﾗｰﾙﾛ	外	ニゾラールローション２％(本10ｇ)		岩城製薬	外用下	24.1	24.1	40	0	ｇ	964	964	0	岩城製薬	2655709Q1025	4987020018955;
51124003F31501	ﾆﾄﾗｾﾞﾊﾟ10	内	ニトラゼパム錠１０ｍｇ「ＪＧ」(PTP1錠)		日本ジェネリック	向3-90	5.7	5.08	118	0	錠	672.6	599.44	73.16	日本ジェネリック	1124003F3156	4987792112813;
52171011N10501	ﾆﾄﾛｰﾙRｶ	内	ニトロールＲカプセル２０ｍｇ(PTP1Ｃ)		エーザイ	茶､みんくす出品予定	11.5	9.5952	42	0	Ｃ	483	402.9984	80.0016	エーザイ	2171011N1050	4987028242864;4987028242871;4987028242925;4987028242932;
52171016F10801	ﾆﾄﾛｰﾙｼﾞ00	内	ニトロール錠５ｍｇ(PTP1錠)		エーザイ	茶	9.8	8.4961	73	0	錠	715.4	620.2153	95.1847	エーザイ	2171016F1082	4987028242673;4987028242697;
62171701S20302	ﾆﾄﾛﾀﾞｰﾑ02	外	ニトロダームＴＴＳ２５ｍｇ　１０ｃｍ２(枚1枚)		サンファーマ	外用下劇	55.7	55.7	146	0	枚	8132.2	8132.2	0	サンファーマ	2171701S2037	4987047211308;4987047211315;
52171018K10301	ﾆﾄﾛﾍﾟﾝ03	内	ニトロペン舌下錠０．３ｍｇ(SP1錠)		日本化薬	茶劇	11.7	8.9	45	0	錠	526.5	400.5	126	日本化薬	2171018K1039	4987170006451;4987170006468;
52171014M11201	ﾆﾌｪｼﾞﾋﾟｶ0	内	ニフェジピンカプセル５ｍｇ「サワイ」(PTP1Ｃ)		沢井製薬	不動在庫	5.7	5.5833	12	0	Ｃ	68.4	66.9996	1.4004	沢井製薬	2171014M1120	4987080400011;
52171014G30601	ﾆﾌｪｼﾞﾋﾟﾝ0	内	ニフェジピンＣＲ錠１０ｍｇ「サワイ」(PTP1錠)		沢井製薬	茶劇	5.9	4.9	392	0	錠	2312.8	1920.8	392	沢井製薬	2171014G3065	4987080551119;4987080551126;
52171014G40901	ﾆﾌｪｼﾞﾋﾟﾝ0	内	ニフェジピンＣＲ錠２０ｍｇ「トーワ」(PTP1錠)		東和薬品	茶劇､PTP	8.1	6.5	1410	0	錠	11421	9165	2256	東和薬品	2171014G4096	4987155103069;4987155103083;4987155103090;
52171014G50601	ﾆﾌｪｼﾞﾋﾟﾝ0	内	ニフェジピンＣＲ錠４０ｍｇ「サワイ」(PTP1錠)		沢井製薬	茶劇､PTP／バラ	15.5	13	331	0	錠	5130.5	4303	827.5	沢井製薬	2171014G5068	4987080556114;4987080556121;4987080556183;
52171014G40947	ﾆﾌｪｼﾞﾋﾟﾝ0	内	ニフェジピンＣＲ錠２０ｍｇ「トーワ」(ﾊﾞﾗ1錠)		東和薬品	カセット､バラ	8.1	6.5	396	0	錠	3207.6	2574	633.6	東和薬品	2171014G4096	4987155103076;
52171014G12501	ﾆﾌｪｼﾞﾋﾟﾝｴ	内	ニフェジピンＬ錠１０ｍｇ「トーワ」(PTP1錠)		東和薬品	下劇	5.7	4.84	91	0	錠	518.7	440.44	78.26	東和薬品	2171014G1259	4987155166071;4987155166088;
52171014G22901	ﾆﾌｪｼﾞﾋﾟﾝｴ	内	ニフェジピンＬ錠２０ｍｇ「トーワ」(PTP1錠)		東和薬品	下劇	5.9	5	216	0	錠	1274.4	1080	194.4	東和薬品	2171014G2298	4987155167078;4987155167085;
51149010F11301	ﾆﾌﾗﾝｼﾞｮ	内	ニフラン錠７５ｍｇ(PTP1錠)		田辺三菱製薬	下劇	10.1	7.92	79	0	錠	797.9	625.68	172.22	田辺三菱製薬	1149010F1136	4987128026692;4987128035496;
61319724Q11201	ﾆﾌﾗﾝﾃﾝｶ	外	ニフラン点眼液０．１％(本5mL)		千寿製薬	茶点眼	34.9	29.32	125	0	mL	4362.5	3665	697.5	武田薬品	1319724Q1120	4987123147682;4987123147699;
53211001X12347	ﾆｭｳｻﾝｶﾙｽ	内	乳酸カルシウム水和物「ヨシダ」(ﾊﾞﾗ1ｇ)		吉田製薬	散剤下	3.25	3.4962	91	0	ｇ	295.75	318.1542	-22.4042	吉田製薬	3211001X1237	4987288492252;
57111001X13147	ﾆｭｳﾄｳｽ	内	乳糖水和物「ヨシダ」(ﾊﾞﾗ1ｇ)		吉田製薬	散剤棚	1.95	1.7982	436.3	0	ｇ	850.785	784.5547	66.2303	吉田製薬	7111001X1310	4987288620259;4987288622253;
61169700S20201	ﾆｭｰﾌﾟﾛﾊ04	外	ニュープロパッチ４．５ｍｇ(枚1枚)		大塚製薬	外用下劇	367.7	348	18	0	枚	6618.6	6264	354.6	大塚製薬	1169700S2021	4987035521013;4987035553212;
51172005F20601	ﾆｭｰﾚﾌﾟﾁ01	内	ニューレプチル錠１０ｍｇ(PTP1錠)		高田製薬	下	5.9	5	13	0	錠	76.7	65	11.7	高田製薬	1172005F2067	4987120116506;4987120116513;
52149039F10303	ﾆｭｰﾛﾀﾝｼ02	内	ニューロタン錠２５ｍｇ(PTP1錠)		オルガノン	下	42	48	39	0	錠	1638	1872	-234	オルガノン	2149039F1031	4987954807663;
52149039F20303	ﾆｭｰﾛﾀﾝｼ05	内	ニューロタン錠５０ｍｇ(PTP1錠)		オルガノン	茶	81.4	66.5957	94	0	錠	7651.6	6259.9958	1391.6042	オルガノン	2149039F2038	4987954807700;
62669701N11001	ﾆｮｳｿｸ01	外	尿素クリーム１０％「ＳＵＮ」(ﾁｭｰﾌﾞ20ｇ)		サンファーマ		3.9	0	0	0	ｇ	0	0	0	サンファーマ	2669701N1109	4987047110854;
56290007M10201	ﾈｲﾘﾝ10	内	ネイリンカプセル１００ｍｇ(PTP1Ｃ)		佐藤製薬	下	814.9	814.9	0	0	Ｃ	0	0	0	佐藤製薬	6290007M1022	4987316135601;
53999004M40201	ﾈｵｰﾗﾙ02	内	ネオーラル２５ｍｇカプセル(PTP1Ｃ)		ノバルティスファーマ	下劇	132.9	101.5	140	0	Ｃ	18606	14210	4396	ノバルティスファーマ	3999004M4028	4987443277434;
62590700S10201	ﾈｵｷｼﾃ03	外	ネオキシテープ７３．５ｍｇ(枚7枚)		久光製薬	外用下	163.4	136.0952	7	0	枚	1143.8	952.6664	191.1336	久光製薬	2590700S1025	4987188419090;
62790820Q10401	ﾈｵｽﾃﾘﾝｸ	外	ネオステリングリーンうがい液０．２％(本40mL)		日本歯科薬品	外用下	5.4	5.4	80	0	mL	432	432	0	日本歯科薬品	2790820Q1040	4987734156011;
61319807M10202	ﾈｵﾒﾄﾞﾛｰ	外	ネオメドロールＥＥ軟膏(ﾁｭｰﾌﾞ3ｇ)		ファイザー	外用茶	46.6	40.5	39	0	ｇ	1817.4	1579.5	237.9	ファイザー	1319807M1025	4987114941404;
