薬品ｺｰﾄﾞ,ﾖﾐｶﾞﾅ,種,薬品名,規格,メーカー,棚番,薬価,購入価,在庫数,調整量,単位,①薬価金額,②購入金額,①－②,販売会社,厚生省ｺｰﾄﾞ,JAN
55200136D10301,ﾂﾑﾗﾏｼﾆﾝ,内,ツムラ麻子仁丸エキス顆粒（医療用）(分包2.5ｇ),"",ツムラ,ツムラ､126,6.6,5.9905,290,0,ｇ,1914,1737.245,176.755,ツムラ,5200136D1033,4987138812636;4987138812643;
55200139D10301,ﾂﾑﾗﾖｸｶﾝ,内,ツムラ抑肝散エキス顆粒（医療用）(分包2.5ｇ),"",ツムラ,ツムラ､54,10.7,9.7143,422.5,0,ｇ,4520.75,4104.2918,416.4582,ツムラ,5200139D1037,4987138805430;4987138805447;
55200140D10201,ﾂﾑﾗﾖｸｶﾝ,内,ツムラ抑肝散加陳皮半夏エキス顆粒（医療用）(分包2.5ｇ),"",ツムラ,ツムラ､83,14.6,13.2,70,0,ｇ,1022,924,98,ツムラ,5200140D1021,4987138808332;4987138808349;
55200141D10301,ﾂﾑﾗﾘｯｸﾝ,内,ツムラ六君子湯エキス顆粒（医療用）(分包2.5ｇ),"",ツムラ,ツムラ､43,18.3,16.6286,-62.5,0,ｇ,-1143.75,-1039.2875,-104.4625,ツムラ,5200141D1034,4987138804334;4987138804341;
55200149D10201,ﾂﾑﾗﾘｯｺｳ,内,ツムラ立効散エキス顆粒（医療用）(分包2.5ｇ),"",ツムラ,"",10.3,9.3524,105,0,ｇ,1081.5,982.002,99.498,ツムラ,5200149D1022,4987138811035;4987138811042;
55200145D10501,ﾂﾑﾗﾘｮｳｹ,内,ツムラ苓桂朮甘湯エキス顆粒（医療用）(分包2.5ｇ),"",ツムラ,ツムラ､39,6.8,6.0571,602.5,0,ｇ,4097,3649.4028,447.5972,ツムラ,5200145D1059,4987138803931;4987138803948;
62259707S22101,ﾂﾛﾌﾞﾃﾛｰ01,外,ツロブテロールテープ１ｍｇ「久光」(枚1枚),"",久光製薬,外用下,25,22.6935,62,0,枚,1550,1406.997,143.003,久光製薬,2259707S2213,4987188493724;4987188493731;
62259707S30701,ﾂﾛﾌﾞﾃﾛｰ02,外,ツロブテロールテープ２ｍｇ「サワイ」(枚1枚),"",沢井製薬,外用茶,32.7,30.0955,94,0,枚,3073.8,2828.977,244.823,沢井製薬,2259707S3074,4987080536628;4987080536635;
52149041F20201,ﾃﾞｨｵﾊﾞﾝ04,内,ディオバン錠４０ｍｇ(PTP1錠),"",ノバルティスファーマ,茶,25.3,31.4951,103,0,錠,2605.9,3243.9953,-638.0953,ノバルティスファーマ,2149041F2027,4987443277205;4987443277212;
52149041F30201,ﾃﾞｨｵﾊﾞﾝ08,内,ディオバン錠８０ｍｇ(PTP1錠),"",ノバルティスファーマ,茶,45.6,36.1857,151,0,錠,6885.6,5464.0407,1421.5593,ノバルティスファーマ,2149041F3023,4987443277229;4987443277236;4987443277243;
62699711Q10201,ﾃﾞｨﾌｪﾘﾝ,外,ディフェリンゲル０．１％(ﾁｭｰﾌﾞ15ｇ),"",マルホ,外用下劇,74.8,88.1,30,0,ｇ,2244,2643,-399,マルホ,2699711Q1027,4987213110008;
54490100F10202,ﾃﾞｨﾚｸﾞﾗﾊ,内,ディレグラ配合錠(PTP1錠),"",ＬＴＬﾌｧｰﾏ,不動在庫,38.3,30.8989,88,0,錠,3370.4,2719.1032,651.2968,ＬＴＬﾌｧｰﾏ,4490100F1021,4987919103038;4987919103045;
51190027F10201,ﾃﾞｴﾋﾞｺﾞ02,内,デエビゴ錠２．５ｍｇ(PTP1錠),"",エーザイ,下,55.4,48.9,205,0,錠,11357,10024.5,1332.5,エーザイ,1190027F1022,4987028205609;
51190027F20201,ﾃﾞｴﾋﾞｺﾞ05,内,デエビゴ錠５ｍｇ(PTP1錠),"",エーザイ,下,87.9,77.5,230,0,錠,20217,17825,2392,エーザイ,1190027F2029,4987028205630;4987028205661;
52251001F21102,ﾃｵﾄﾞｰﾙｼ10,内,テオドール錠１００ｍｇ(PTP1錠),"",田辺三菱製薬,茶,8,6.5,107,0,錠,856,695.5,160.5,田辺三菱製薬,2251001F2115,4987128302291;4987128302307;4987128302314;
52251001F30802,ﾃｵﾄﾞｰﾙｼ20,内,テオドール錠２００ｍｇ(PTP1錠),"",田辺三菱製薬,茶劇,12.5,9.68,220,0,錠,2750,2129.6,620.4,田辺三菱製薬,2251001F3081,4987128302345;4987128340262;
52454002F11802,ﾃﾞｶﾄﾞﾛﾝ05,内,デカドロン錠０．５ｍｇ(PTP1錠),"",日医工,下,5.7,4.8962,106,0,錠,604.2,518.9972,85.2028,日医工,2454002F1183,4987376553513;4987376553520;
52454002F30201,ﾃﾞｶﾄﾞﾛﾝ40,内,デカドロン錠４ｍｇ(PTP1錠),"",日医工,下,28.7,30.5,68,0,錠,1951.6,2074,-122.4,日医工,2454002F3020,4987376554510;4987376554527;
62646726M11301,ﾃﾞｷｻﾒﾀｿｴﾅ,外,デキサメタゾンプロピオン酸エステル軟膏０．１％「ＭＹＫ」(ﾁｭｰﾌﾞ5ｇ),"",前田薬品,"",9.7,0,0,0,ｇ,0,0,0,日本ジェネリック,2646726M1133,4987792101817;
62399706M11202,ﾃﾞｷｻﾒﾀｿｺｳ,外,デキサメタゾン口腔用軟膏０．１％「ＮＫ」(ﾁｭｰﾌﾞ5ｇ),"",日本化薬,外用茶､5gチューブ,45,34.6,80,0,ｇ,3600,2768,832,日本化薬,2399706M1125,4987170020419;4987170020426;
51139002F20203,ﾃｸﾞﾚﾄｰﾙ10,内,テグレトール錠１００ｍｇ(PTP1錠),"",サンファーマ,茶,5.9,4.998,252.5,0,錠,1489.75,1261.995,227.755,サンファーマ,1139002F2026,4987047211186;
51139002F10603,ﾃｸﾞﾚﾄｰﾙ20,内,テグレトール錠２００ｍｇ(PTP1錠),"",サンファーマ,茶､PTP／バラ,8.3,8.2941,57,0,錠,473.1,472.7637,0.3363,サンファーマ,1139002F1062,4987047211209;
54490032F10201,ﾃﾞｻﾞﾚｯｸｽ0,内,デザレックス錠５ｍｇ(PTP1錠),"",オルガノン,下,51.7,40,94,0,錠,4859.8,3760,1099.8,杏林製薬,4490032F1023,4987060008411;4987060008435;
51179033F10201,ﾃﾄﾗﾐﾄﾞｼ01,内,テトラミド錠１０ｍｇ(PTP1錠),"",オルガノン,下,12.3,9.2949,78,0,錠,959.4,725.0022,234.3978,第一三共,1179033F1020,4987081243983;
53969015F10202,ﾃﾈﾘｱ02,内,テネリア錠２０ｍｇ(PTP1錠),"",田辺三菱製薬,茶,124.2,90.95,70,0,錠,8694,6366.5,2327.5,第一三共,3969015F1029,4987081102617;4987081102624;4987081102631;4987081102686;
53969015F20201,ﾃﾈﾘｱ04,内,テネリア錠４０ｍｇ(PTP1錠),"",田辺三菱製薬,下,186.3,180.0893,56,0,錠,10432.8,10085.0008,347.7992,第一三共,3969015F2025,4987081105915;
52123011F11502,ﾃﾉｰﾐﾝｼﾞ02,内,テノーミン錠２５　２５ｍｇ(PTP1錠),"",太陽ファルマ,茶,11.7,9.5,152,0,錠,1778.4,1444,334.4,太陽ファルマ,2123011F1155,4987925649209;4987925649308;4987925649506;
53219100F10201,ﾃﾞﾉﾀｽﾁｭ,内,デノタスチュアブル配合錠(SP1錠),"",日東薬品,下,14.7,12.5833,359,0,錠,5277.3,4517.4047,759.8953,第一三共,3219100F1020,4987081103560;
51139004G10401,ﾃﾞﾊﾟｹﾝR10,内,デパケンＲ錠１００ｍｇ(PTP1錠),"",協和キリン,下,9.1,7.5956,24,0,錠,218.4,182.2944,36.1056,協和キリン,1139004G1040,4987057592596;4987057592602;
51139004G20601,ﾃﾞﾊﾟｹﾝR20,内,デパケンＲ錠２００ｍｇ(PTP1錠),"",協和キリン,茶､PTP／バラ,11.8,9.1985,388,0,錠,4578.4,3569.018,1009.382,協和キリン,1139004G2063,4987057592626;4987057592633;
51139004C20647,ﾃﾞﾊﾟｹﾝｻ04,内,デパケン細粒４０％(ﾊﾞﾗ1ｇ),"",協和キリン,散剤引出し,17.3,0,0,0,ｇ,0,0,0,協和キリン,1139004C2061,4987057516141;4987057516158;
51139004Q11047,ﾃﾞﾊﾟｹﾝｼ,内,デパケンシロップ５％(ﾊﾞﾗ1mL),"",協和キリン,液剤冷蔵庫,7.7,6.4933,75,0,mL,577.5,486.9975,90.5025,協和キリン,1139004Q1100,4987057537252;4987057537269;
51139004F10901,ﾃﾞﾊﾟｹﾝｼ10,内,デパケン錠１００ｍｇ(PTP1錠),"",協和キリン,下,10.1,7.9,80,0,錠,808,632,176,協和キリン,1139004F1096,4987057592541;4987057592558;
51179025F10201,ﾃﾞﾊﾟｽｼﾞ05,内,デパス錠０．５ｍｇ(PTP1錠),"",田辺三菱製薬,茶向､PTP／バラ,9.2,7.272,476,0,錠,4379.2,3461.472,917.728,田辺三菱製薬,1179025F1026,4987128003358;4987128003587;4987128006496;
52329012M13401,ﾃﾌﾟﾚﾉﾝ50,内,テプレノンカプセル５０ｍｇ「サワイ」(PTP1Ｃ),"",沢井製薬,茶,6.3,5.24,590,0,Ｃ,3717,3091.6,625.4,沢井製薬,2329012M1340,4987080031710;4987080031734;
53969021F10301,ﾃﾞﾍﾞﾙｻﾞ02,内,デベルザ錠２０ｍｇ(PTP1錠),"",興和,下,176.6,139.98,148,0,錠,26136.8,20717.04,5419.76,興和,3969021F1032,4987770510501;4987770510808;4987770511003;4987770511201;
62699803Q10202,ﾃﾞｭｱｯｸﾊ,外,デュアック配合ゲル(ﾁｭｰﾌﾞ10ｇ),"",サンファーマ,冷蔵庫大,123.9,123.9,10,0,ｇ,1239,1239,0,サンファーマ,2699803Q1020,4987047210011;
61319820Q10201,ﾃﾞｭｵﾄﾗﾊ90,外,デュオトラバ配合点眼液(本2.5mL),"",ノバルティスファーマ,茶点眼,898.5,690.4,5,0,mL,4492.5,3452,1040.5,ノバルティスファーマ,1319820Q1022,4987443374539;
52499011M11001,ﾃﾞｭﾀｽﾃﾘｶ0,内,デュタステリドカプセル０．５ｍｇＡＶ「武田テバ」(PTP1Ｃ),"",武田テバファーマ,茶劇,39.2,29.6778,294,0,Ｃ,11524.8,8725.2732,2799.5268,武田薬品,2499011M1108,4987123418164;4987123418171;
52499011F10301,ﾃﾞｭﾀｽﾃﾘｼﾞ,内,デュタステリド錠０．５ｍｇＡＶ「ＮＳ」(PTP1錠),"",日新製薬－山形,下劇,39.2,34.3333,15,0,錠,588,514.9995,73.0005,日新製薬－山形,2499011F1036,4987447255018;4987447255025;
51179052F10301,ﾃﾞｭﾛｷｾﾁ20,内,デュロキセチン錠２０ｍｇ「トーワ」(PTP1錠),"",東和薬品,茶劇,39.6,29.3,441,0,錠,17463.6,12921.3,4542.3,東和薬品,1179052F1031,4987155155129;
51179052F20301,ﾃﾞｭﾛｷｾﾁ30,内,デュロキセチン錠３０ｍｇ「トーワ」(PTP1錠),"",東和薬品,下劇,53.4,39.5,41,0,錠,2189.4,1619.5,569.9,東和薬品,1179052F2038,4987155155143;
62639804M10201,ﾃﾗﾏｲｼﾝﾅ,外,テラマイシン軟膏（ポリミキシンＢ含有）(ﾁｭｰﾌﾞ25ｇ),"",陽進堂,軟膏棚､25gチューブ（,10.7,9.8333,12,0,ｇ,128.4,117.9996,10.4004,陽進堂,2639804M1025,4987476112115;
52149117F10901,ﾃﾗﾑﾛｴ,内,テラムロ配合錠ＡＰ「ニプロ」(PTP1錠),"",ニプロ,茶劇､PTP／バラ,13.1,10.9,298,0,錠,3903.8,3248.2,655.6,ニプロ,2149117F1092,4987190067609;4987190067623;4987190067630;4987190067654;
52149117F20901,ﾃﾗﾑﾛﾋﾞ,内,テラムロ配合錠ＢＰ「ニプロ」(PTP1錠),"",ニプロ,茶劇,19.3,16.06,175,0,錠,3377.5,2810.5,567,ニプロ,2149117F2099,4987190067708;4987190067722;
72439402G10201,ﾃﾘﾊﾟﾗﾁﾄ90,注,テリパラチドＢＳ皮下注キット６００μｇ「モチダ」(ｷｯﾄ1ｷｯﾄ),"",持田製薬,冷蔵庫上,21577,17193,1,0,ｷｯﾄ,21577,17193,4384,持田製薬,2439402G1029,4987224087399;
72439401G10201,ﾃﾘﾎﾞﾝ90,注,テリボン皮下注２８．２μｇオートインジェクター(ｷｯﾄ1ｷｯﾄ),"",旭化成ファーマ,冷蔵庫上,5995,5340.75,2,0,ｷｯﾄ,11990,10681.5,1308.5,旭化成ファーマ,2439401G1024,4987153090682;
62290804G20201,ﾃﾘﾙｼﾞｰ30,外,テリルジー１００エリプタ３０吸入用(ｷｯﾄ1ｷｯﾄ),"",グラクソ・スミスクラ,下吸入,8805.1,7555,5,0,ｷｯﾄ,44025.5,37775,6250.5,グラクソ・スミスクラ,2290804G2029,4987246783026;
62290804G40201,ﾃﾘﾙｼﾞｰ30,外,テリルジー２００エリプタ３０吸入用(ｷｯﾄ1ｷｯﾄ),"",グラクソ・スミスクラ,下吸入,10043.3,8697,1,0,ｷｯﾄ,10043.3,8697,1346.3,グラクソ・スミスクラ,2290804G4021,4987246783033;
52149113F10401,ﾃﾙﾁｱｴ,内,テルチア配合錠ＡＰ「サワイ」(PTP1錠),"",沢井製薬,下,31.6,23,101,0,錠,3191.6,2323,868.6,沢井製薬,2149113F1043,4987080681212;
52149113F10501,ﾃﾙﾁｱｴ,内,テルチア配合錠ＡＰ「武田テバ」(PTP1錠),"",武田テバファーマ,下,31.6,23,0,0,錠,0,0,0,武田薬品,2149113F1051,4987123413145;
51249010D10248,ﾃﾙﾈﾘﾝｶﾘ,内,テルネリン顆粒０．２％(ﾊﾞﾗ1ｇ),"",サンファーマ,散剤棚,22.3,17.5294,17,0,ｇ,379.1,297.9998,81.1002,サンファーマ,1249010D1025,4987047211292;
51249010F10202,ﾃﾙﾈﾘﾝｼﾞ,内,テルネリン錠１ｍｇ(PTP1錠),"",サンファーマ,茶,11,9.23,131,0,錠,1441,1209.13,231.87,サンファーマ,1249010F1026,4987047211247;4987047211254;4987047211261;4987047211285;
62659710Q11001,ﾃﾙﾋﾞﾅﾌｨ,外,テルビナフィン塩酸塩外用液１％「サワイ」(本10ｇ),"",沢井製薬,外用下,11.4,9.2,140,0,ｇ,1596,1288,308,沢井製薬,2659710Q1108,4987080036210;
62649720N10202,ﾃﾞﾙﾏｸﾘﾝｸ,外,デルマクリンクリーム１％(ﾁｭｰﾌﾞ10ｇ),"",摩耶堂製薬,外用下,11.4,11.5,10,0,ｇ,114,115,-1,ミヤリサン,2649720N1028,4987312222176;
52149042F11201,ﾃﾙﾐｻﾙﾀﾝ02,内,テルミサルタン錠２０ｍｇ「杏林」(PTP1錠),"",キョーリンリメディオ,茶,10.1,6.11,177,0,錠,1787.7,1081.47,706.23,杏林製薬,2149042F1122,4987060307569;4987060307576;4987060307583;
52149042F20601,ﾃﾙﾐｻﾙﾀﾝ04,内,テルミサルタン錠４０ｍｇ「ＪＧ」(PTP1錠),"",日本ジェネリック,茶,11.1,6.67,297,0,錠,3296.7,1980.99,1315.71,日本ジェネリック,2149042F2064,4987792221614;4987792221652;
62646703M11301,ﾃﾞﾙﾓｿﾞｰdﾅ,外,デルモゾールＤＰ軟膏０．０６４％(ﾁｭｰﾌﾞ5ｇ),"",岩城製薬,"",5.8,0,0,0,ｇ,0,0,0,岩城製薬,2646703M1132,4987020016265;4987020016272;
73231401J10401,ﾃﾙﾓﾄｳﾁｭ90,注,テルモ糖注５％　１００ｍＬ(袋1袋),"",テルモ,"",136,127,26,0,袋,3536,3302,234,テルモ,3231401J1043,4987350029515;
62646713Q10801,ﾃﾞﾙﾓﾍﾞｰｽﾛ,外,デルモベートスカルプローション０．０５％(本10ｇ),"",グラクソ・スミスクラ,外用下劇,17.2,15.3,50,0,ｇ,860,765,95,グラクソ・スミスクラ,2646713Q1081,4987246706179;
62646713M11301,ﾃﾞﾙﾓﾍﾞｰﾅ,外,デルモベート軟膏０．０５％(ﾁｭｰﾌﾞ5ｇ),"",グラクソ・スミスクラ,外用茶劇､5gチューブ,17.2,13.92,115,0,ｇ,1978,1600.8,377.2,グラクソ・スミスクラ,2646713M1136,4987246706148;
62359700J21001,ﾃﾚﾐﾝｿﾌﾄ01,外,テレミンソフト坐薬１０ｍｇ(組5個),"",ＥＡファーマ,冷蔵庫大,20.3,15.7931,58,0,個,1177.4,915.9998,261.4002,ＥＡファーマ,2359700J2106,4987699056418;
51149117F11402,ﾄｱﾗｾｯﾄ,内,トアラセット配合錠「杏林」(PTP1錠),"",キョーリンリメディオ,茶劇,9.8,7.06,647,0,錠,6340.6,4567.82,1772.78,杏林製薬,1149117F1144,4987060308399;4987060308405;
52149026F22202,ﾄﾞｷｻｿﾞｼ01,内,ドキサゾシン錠１ｍｇ「ＮＰ」(PTP1錠),"",ニプロ,茶,10.1,7,200,0,錠,2020,1400,620,ニプロ,2149026F2227,4987190077912;4987190077950;
52329009C20547,ﾄﾞｸﾞﾏﾁｻ01,内,ドグマチール細粒１０％(ﾊﾞﾗ1ｇ),"",日医工,散剤棚劇,12,8.8889,68.3,0,ｇ,819.6,607.1119,212.4881,日医工,2329009C2055,4987376245005;
52190006M12101,ﾄｺﾌｪﾛｰﾙ01,内,トコフェロールニコチン酸エステルカプセル１００ｍｇ「トーワ」(PTP1Ｃ),"",東和薬品,茶､PTP／バラ,5.5,4.68,410,0,Ｃ,2255,1918.8,336.2,東和薬品,2190006M1210,4987155112122;4987155112146;
52190006M22301,ﾄｺﾌｪﾛｰﾙ02,内,トコフェロールニコチン酸エステルカプセル２００ｍｇ「日医工」(PTP1Ｃ),"",日医工ファーマ,"",5.7,0,0,0,Ｃ,0,0,0,日医工,2190006M2233,4987376056212;4987376056229;
61319751Q10301,ﾄｽﾌﾛ03,外,トスフロ点眼液０．３％(本5mL),"",日東メディック,下点眼,87.2,87.2,5,0,mL,436,436,0,日東メディック,1319751Q1038,4987497295316;4987497295323;4987497295330;
51190012F30702,ﾄﾞﾈﾍﾟｼﾞｵ0,内,ドネペジル塩酸塩ＯＤ錠３ｍｇ「ＮＰ」(PTP1錠),"",ニプロ,茶劇,20.8,16.6957,207,0,錠,4305.6,3456.0099,849.5901,ニプロ,1190012F3070,4987190026101;4987190026125;
51190012F40702,ﾄﾞﾈﾍﾟｼﾞｵ0,内,ドネペジル塩酸塩ＯＤ錠５ｍｇ「ＮＰ」(PTP1錠),"",ニプロ,茶劇,38.1,30.4821,96,0,錠,3657.6,2926.2816,731.3184,ニプロ,1190012F4076,4987190026200;4987190026224;
51190012F61901,ﾄﾞﾈﾍﾟｼﾞｵ1,内,ドネペジル塩酸塩ＯＤ錠１０ｍｇ「サワイ」(PTP1錠),"",沢井製薬,茶劇,106.9,105.7778,0,0,錠,0,0,0,沢井製薬,1190012F6192,4987080208013;4987080208075;
51169101F11701,ﾄﾞﾊﾟｺｰﾙﾊ0,内,ドパコール配合錠Ｌ１００(PTP1錠),"",ダイト,茶,9.4,8.5,127,0,錠,1193.8,1079.5,114.3,日医工,1169101F1170,4987376404617;4987376404624;
51169101F30302,ﾄﾞﾊﾟｺｰﾙﾊ0,内,ドパコール配合錠Ｌ５０(PTP1錠),"",ダイト,下,5.9,5.9,95,0,錠,560.5,560.5,0,日医工,1169101F3033,4987376404518;
52590015G10201,ﾄﾋﾞｴｰｽ04,内,トビエース錠４ｍｇ(PTP1錠),"",ファイザー,茶,146,117.7,304,0,錠,44384,35780.8,8603.2,ファイザー,2590015G1021,4987114121103;4987114121202;
51139008F20301,ﾄﾋﾟﾗﾏｰﾄ10,内,トピラマート錠１００ｍｇ「アメル」(PTP1錠),"",共和薬品,下,38,37.7879,33,0,錠,1254,1247.0007,6.9993,共和薬品,1139008F2031,4987058307038;
51169006F10201,ﾄﾞﾌﾟｽ01,内,ドプスＯＤ錠１００ｍｇ(PTP1錠),"",住友ファーマ,茶,44.9,38.19,133,0,錠,5971.7,5079.27,892.43,住友ファーマ,1169006F1027,4987116010078;4987116010085;
51169006F20201,ﾄﾞﾌﾟｽ02,内,ドプスＯＤ錠２００ｍｇ(PTP1錠),"",住友ファーマ,茶,83.5,71.03,107,0,錠,8934.5,7600.21,1334.29,住友ファーマ,1169006F2023,4987116010092;
62699802M10201,ﾄﾞﾎﾞﾍﾞｯﾄﾅ,外,ドボベット軟膏(ﾁｭｰﾌﾞ15ｇ),"",レオファーマ,外用下劇､15gチューブ,205.8,159.5333,30,0,ｇ,6174,4785.999,1388.001,協和キリン,2699802M1024,4987057602974;4987057602981;
51124030F20201,ﾄﾞﾗｰﾙｼﾞ02,内,ドラール錠２０　２０ｍｇ(PTP1錠),"",久光製薬,向3-30,76.3,59.598,46,0,錠,3509.8,2741.508,768.292,久光製薬,1124030F2025,4987188498842;4987188498859;
52139009F30202,ﾄﾗｾﾐﾄﾞｵ04,内,トラセミドＯＤ錠４ｍｇ「ＴＥ」(PTP1錠),"",トーアエイヨー,茶,6.9,6.8973,97.5,0,錠,672.75,672.4868,0.2632,トーアエイヨー,2139009F3029,4987142431014;4987142431021;
53969014F10201,ﾄﾗｾﾞﾝﾀ05,内,トラゼンタ錠５ｍｇ(PTP1錠),"",日本ベーリンガーイン,茶､PTP／バラ,131.8,113.62,440.5,0,錠,58057.9,50049.61,8008.29,日本ベーリンガーイン,3969014F1024,4987413870511;4987413870528;4987413870542;
51179037F10502,ﾄﾗｿﾞﾄﾞﾝ02,内,トラゾドン塩酸塩錠２５ｍｇ「アメル」(PTP1錠),"",共和薬品,下劇,5.9,5.4,61,0,錠,359.9,329.4,30.5,日本ジェネリック,1179037F1053,4987792101213;
53969108F10201,ﾄﾗﾃﾞｨｱﾝｽｴ,内,トラディアンス配合錠ＡＰ(PTP1錠),"",日本ベーリンガーイン,下,257.7,231.7,30,0,錠,7731,6951,780,日本ベーリンガーイン,3969108F1027,4987413880510;
54490002M14501,ﾄﾗﾆﾗｽﾄｶ,内,トラニラストカプセル１００ｍｇ「トーワ」(PTP1Ｃ),"",東和薬品,下,7.8,6.89,348,0,Ｃ,2714.4,2397.72,316.68,東和薬品,4490002M1455,4987155022209;4987155022216;
53327002M13201,ﾄﾗﾈｷｻﾑｶ02,内,トラネキサム酸カプセル２５０ｍｇ「旭化成」(PTP1Ｃ),"",旭化成ファーマ,茶,10.1,7.7,346,0,Ｃ,3494.6,2664.2,830.4,旭化成ファーマ,3327002M1320,4987153095182;
61319754Q10201,ﾄﾗﾊﾞﾀﾝｽ,外,トラバタンズ点眼液０．００４％(本2.5mL),"",ノバルティスファーマ,冷蔵庫大,615.5,615.52,10,0,mL,6155,6155.2,-0.2,ノバルティスファーマ,1319754Q1023,4987443374522;
51339100F10301,ﾄﾗﾍﾞﾙﾐﾝ,内,トラベルミン配合錠(PTP1錠),"",サンノーバ,茶,5.9,4.96,137,0,錠,808.3,679.52,128.78,エーザイ,1339100F1038,4987028203063;
51149038F10201,ﾄﾗﾏｰﾙｵ02,内,トラマールＯＤ錠２５ｍｇ(PTP1錠),"",日本新薬,茶劇,30.2,25,316,0,錠,9543.2,7900,1643.2,日本新薬,1149038F1024,4987173018550;4987173018567;
61324702Q10447,ﾄﾗﾏｿﾞﾘﾝ,外,トラマゾリン点鼻液０．１１８％「ＡＦＰ」(ﾊﾞﾗ1mL),"",アルフレッサファーマ,液剤冷蔵庫､100ml瓶,6.2,5.7,20,0,mL,124,114,10,アルフレッサファーマ,1324702Q1042,4987274083389;4987274083402;
51149117F10202,ﾄﾗﾑｾｯﾄ,内,トラムセット配合錠(PTP1錠),"",ヤンセンファーマ,茶劇,41.7,31.92,245,0,錠,10216.5,7820.4,2396.1,持田製薬,1149117F1020,4987224090009;4987224090030;
51231009F10801,ﾄﾗﾝｺﾛﾝ,内,トランコロン錠７．５ｍｇ(PTP1錠),"",アステラス製薬,不動在庫,5.7,5.1,140,0,錠,798,714,84,アステラス製薬,1231009F1088,4987233182580;4987233182603;
53327002F11401,ﾄﾗﾝｻﾐﾝｼ25,内,トランサミン錠２５０ｍｇ(PTP1錠),"",第一三共,茶,10.1,8.6978,280,0,錠,2828,2435.384,392.616,第一三共,3327002F1142,4987081153657;4987081153725;
51129004Q10347,ﾄﾘｸﾛﾘｰﾙ,内,トリクロリールシロップ１０％(ﾊﾞﾗ1mL),"",アルフレッサファーマ,液剤冷蔵庫､500ml瓶,10.2,10.1985,388,0,mL,3957.6,3957.018,0.582,アルフレッサファーマ,1129004Q1031,4987274057199;
52132003F30201,ﾄﾘｸﾛﾙﾒﾁ01,内,トリクロルメチアジド錠１ｍｇ「ＮＰ」(PTP1錠),"",ニプロ,茶,6.2,3.75,73,0,錠,452.6,273.75,178.85,ニプロ,2132003F3020,4987190016300;4987190016324;
52132003F14001,ﾄﾘｸﾛﾙﾒﾁ02,内,トリクロルメチアジド錠２ｍｇ「ＮＰ」(PTP1錠),"",ニプロ,茶,6.2,4.58,252,0,錠,1562.4,1154.16,408.24,ニプロ,2132003F1400,4987190016409;4987190016423;
53992001F13102,ﾄﾘﾉｼﾝﾁｮ02,内,トリノシン腸溶錠２０ｍｇ(PTP1錠),"",トーアエイヨー,茶､PTP／バラ,5.7,4.32,667,0,錠,3801.9,2881.44,920.46,トーアエイヨー,3992001F1319,4987142081219;4987142081226;
51179002F10602,ﾄﾘﾌﾟﾀﾉｰ01,内,トリプタノール錠１０　１０ｍｇ(PTP1錠),"",日医工,茶,9.8,8.38,343.5,0,錠,3366.3,2878.53,487.77,日医工,1179002F1068,4987376554213;4987376554237;
51179060F10201,ﾄﾘﾝﾃﾘｯｸｼﾞ,内,トリンテリックス錠１０ｍｇ(PTP1錠),"",武田薬品,下劇,161.7,144.06,111,0,錠,17948.7,15990.66,1958.04,武田薬品,1179060F1028,4987123154581;
51179060F20201,ﾄﾘﾝﾃﾘｯｸｼﾞ,内,トリンテリックス錠２０ｍｇ(PTP1錠),"",武田薬品,下劇,242.5,216.04,94,0,錠,22795,20307.76,2487.24,武田薬品,1179060F2024,4987123158978;
61319738Q10201,ﾄﾙｿﾌﾟﾄﾃ05,外,トルソプト点眼液０．５％(本5mL),"",参天製薬,"",148.1,0,0,0,mL,0,0,0,参天製薬,1319738Q1024,4987084136206;
53399005F10202,ﾄﾞﾙﾅｰｼﾞ,内,ドルナー錠２０μｇ(PTP1錠),"",東レ,下劇,31.5,24.11,129,0,錠,4063.5,3110.19,953.31,トーアエイヨー,3399005F1021,4987142701018;4987142701025;
52139011F30501,ﾄﾙﾊﾞﾌﾟﾀｵ7,内,トルバプタンＯＤ錠７．５ｍｇ「オーツカ」(PTP1錠),"",大塚製薬工場,下劇,491.6,377.35,203.5,0,錠,100040.6,76790.725,23249.875,大塚製薬,2139011F3050,4987035622314;4987035622413;
61319819Q10401,ﾄﾞﾙﾓﾛｰﾙﾃ,外,ドルモロール配合点眼液「ニットー」(本5mL),"",東亜薬品,下点眼,177.3,188.6667,15,0,mL,2659.5,2830.0005,-170.5005,日東メディック,1319819Q1046,4987497304117;4987497304124;
72499416G10201,ﾄﾙﾘｼﾃｨ90,注,トルリシティ皮下注０．７５ｍｇアテオス　０．５ｍＬ(ｷｯﾄ1ｷｯﾄ),"",日本イーライリリー,冷蔵庫上,2917,2917,0,0,ｷｯﾄ,0,0,0,住友ファーマ,2499416G1029,4987116290029;
72492419G10201,ﾄﾚｼｰﾊﾞ90,注,トレシーバ注　フレックスタッチ　３００単位(ｷｯﾄ1ｷｯﾄ),"",ノボ・ノルディスクフ,冷蔵庫上,2227,1984,8,0,ｷｯﾄ,17816,15872,1944,ノボ・ノルディスクフ,2492419G1021,4987616003167;
