薬品ｺｰﾄﾞ,ﾖﾐｶﾞﾅ,種,薬品名,規格,メーカー,棚番,薬価,購入価,在庫数,調整量,単位,①薬価金額,②購入金額,①－②,販売会社,厚生省ｺｰﾄﾞ,JAN
53969104F10202,ｴｸﾒｯﾄｴﾙ,内,エクメット配合錠ＬＤ(PTP1錠),"",ノバルティスファーマ,茶劇,60.8,45.63,245,0,錠,14896,11179.35,3716.65,住友ファーマ,3969104F1029,4987116530132;4987116530149;
62646729Q10302,ｴｸﾗｰﾛｰｼ,外,エクラーローション０．３％(本10ｇ),"",久光製薬,"",16.5,0,0,0,ｇ,0,0,0,鳥居薬品,2646729Q1031,4987158313359;4987158313373;
61319800M10201,ｴｺﾘｼﾝｶﾞ,外,エコリシン眼軟膏(ﾁｭｰﾌﾞ3.5ｇ),"",参天製薬,点眼袋,67.8,67.7143,7,0,ｇ,474.6,474.0001,0.5999,参天製薬,1319800M1023,4987084106131;
51149116D10301,ｴｽｼﾞｰ,内,ＳＧ配合顆粒(分包1ｇ),"",シオノギファーマ,分包棚４､１Ｇ分包,9.4,9.4,46,0,ｇ,432.4,432.4,0,塩野義製薬,1149116D1033,4987087034868;4987087034875;
51129010F11201,ｴｽｿﾞﾋﾟｸ01,内,エスゾピクロン錠１ｍｇ「トーワ」(PTP1錠),"",東和薬品,茶,13.3,11.2984,166,0,錠,2207.8,1875.5344,332.2656,東和薬品,1129010F1125,4987155154085;
51129010F21201,ｴｽｿﾞﾋﾟｸ02,内,エスゾピクロン錠２ｍｇ「トーワ」(PTP1錠),"",東和薬品,下,21.2,14.7,53,0,錠,1123.6,779.1,344.5,東和薬品,1129010F2121,4987155154108;
51124001F20302,ｴｽﾀｿﾞﾗﾑ02,内,エスタゾラム錠２ｍｇ「アメル」(PTP1錠),"",共和薬品,向3-30,8.4,7.53,209,0,錠,1755.6,1573.77,181.83,日医工,1124001F2037,4987376149518;
62473700S20701,ｴｽﾄﾗｰﾅﾃ72,外,エストラーナテープ０．７２ｍｇ　９ｃｍ２(枚1枚),"",久光製薬,外用下,89.6,75,25,0,枚,2240,1875,365,久光製薬,2473700S2076,4987188452073;4987188452141;
54219003M10501,ｴｽﾄﾗｻｲﾄ,内,エストラサイトカプセル１５６．７ｍｇ(PTP1Ｃ),"",日本新薬,抗癌剤（１）,250.7,245.7692,0,0,Ｃ,0,0,0,日本新薬,4219003M1054,4987173017065;4987173017072;
52475001F30301,ｴｽﾄﾘｰﾙｼ10,内,エストリール錠１ｍｇ（持田）(PTP1錠),"",持田製薬,下,13,9.0971,75,0,錠,975,682.2825,292.7175,持田製薬,2475001F3033,4987224013909;4987224014050;
62529701H10501,ｴｽﾄﾘｰﾙﾁ,外,エストリール腟錠０．５ｍｇ(SP1錠),"",持田製薬,未廃棄箱,17.7,14,50,0,錠,885,700,185,持田製薬,2529701H1058,4987224016207;
62399710E10401,ｴｽﾋﾟｰﾄﾛ,外,ＳＰトローチ０．２５ｍｇ「明治」(PTP1錠),"",ＭｅｉｊｉＳｅｉｋａ,外用茶,5.7,5.6994,588,0,錠,3351.6,3351.2472,0.3528,ＭｅｉｊｉＳｅｉｋａ,2399710E1046,4987222697415;
54229101F10501,ｴｽﾜﾝﾀｲﾎ20,内,エスワンタイホウ配合ＯＤ錠Ｔ２０　２０ｍｇ（テガフール相当量）(PTP1錠),"",岡山大鵬薬品,抗癌剤（１）,169.4,132.1071,78,0,錠,13213.2,10304.3538,2908.8462,大鵬薬品,4229101F1050,4987117170023;4987117170030;
52189018F11801,ｴｾﾞﾁﾐﾌﾞ01,内,エゼチミブ錠１０ｍｇ「日新」(PTP1錠),"",日新製薬－山形,茶,31.6,28.2,409,0,錠,12924.4,11533.8,1390.6,日新製薬－山形,2189018F1183,4987447240014;
73999448G30202,ｴﾀﾈﾙｾﾌﾟ90,注,エタネルセプトＢＳ皮下注５０ｍｇペン１．０ｍＬ「ＭＡ」　１ｍＬ(ｷｯﾄ1ｷｯﾄ),"",持田製薬,"",13942,0,0,0,ｷｯﾄ,0,0,0,あゆみ製薬,3999448G3023,4987896040784;4987896040869;
62615702X11347,ｴﾀﾉｰﾙ,外,エタノール　シオエ(ﾊﾞﾗ1mL),"",シオエ製薬,"",2.22,1.5,5000,0,mL,11100,7500,3600,日本新薬,2615702X1138,4987173080274;4987173080281;
51179025F31801,ｴﾁｿﾞﾗﾑｼ02,内,エチゾラム錠０．２５ｍｇ「武田テバ」(PTP1錠),"",武田テバ薬品,向3-30,5.9,4.8938,53,0,錠,312.7,259.3714,53.3286,武田薬品,1179025F3185,4987123416740;
51179025F13501,ｴﾁｿﾞﾗﾑｼ05,内,エチゾラム錠０．５ｍｇ「武田テバ」(PTP1錠),"",武田テバ薬品,茶向30､PTP／バラ,6.4,4.35,152,0,錠,972.8,661.2,311.6,武田薬品,1179025F1352,4987123416757;4987123416764;
52149114F20201,ｴｯｸｽﾌｫｰｼﾞ,内,エックスフォージ配合ＯＤ錠(PTP1錠),"",ノバルティスファーマ,茶劇,46.5,34.7143,149,0,錠,6928.5,5172.4307,1756.0693,ノバルティスファーマ,2149114F2028,4987443359888;4987443359895;4987443359901;
53112006M20202,ｴﾃﾞｨﾛｰﾙ07,内,エディロールカプセル０．７５μｇ(PTP1Ｃ),"",中外製薬,茶劇,56.9,56.9,429,0,Ｃ,24410.1,24410.1,0,中外製薬,3112006M2029,4987136118983;4987136118990;4987136119003;4987136119027;
51149032F21401,ｴﾄﾄﾞﾗｸｼ20,内,エトドラク錠２００ｍｇ「ＪＧ」(PTP1錠),"",大興製薬,不動在庫,8.7,7.3984,128,0,錠,1113.6,946.9952,166.6048,日本ジェネリック,1149032F2147,4987792158019;
52144002F14201,ｴﾅﾗﾌﾟﾘﾙﾏﾚ,内,エナラプリルマレイン酸塩錠２．５ｍｇ「ＶＴＲＳ」(PTP1錠),"",マイランＥＰＤ,新規薬,10.1,8.58,228,0,錠,2302.8,1956.24,346.56,ヴィアトリス製薬,2144002F1423,4987901038300;4987901038409;
52144002F23703,ｴﾅﾗﾌﾟﾘﾙﾏﾚ,内,エナラプリルマレイン酸塩錠５ｍｇ「ケミファ」(PTP1錠),"",日本薬品工業,茶,10.1,8.85,91,0,錠,919.1,805.35,113.75,日本薬品工業,2144002F2373,4987440527013;4987440527105;
54490019F41701,ｴﾊﾞｽﾁﾝｵ10,内,エバスチンＯＤ錠１０ｍｇ「ファイザー」(PTP1錠),"",ファイザー,下,28.1,21.0972,88,0,錠,2472.8,1856.5536,616.2464,ファイザー,4490019F4175,4987114526700;4987114526809;
53399004M30202,ｴﾊﾟﾃﾞｰﾙ60,内,エパデールＳ６００　６００ｍｇ(ｽﾃｨｯｸ包1包),"",持田製薬,分包棚３,46.5,36.6429,230,0,包,10695,8427.867,2267.133,持田製薬,3399004M3029,4987224033235;4987224033259;
53399004M40201,ｴﾊﾟﾃﾞｰﾙ90,内,エパデールＳ９００　９００ｍｇ(ｽﾃｨｯｸ包1包),"",持田製薬,分包棚３,62.7,49.4167,179,0,包,11223.3,8845.5893,2377.7107,持田製薬,3399004M4025,4987224033273;4987224033280;4987224033297;
53999013F13301,ｴﾊﾟﾙﾚｽﾀ05,内,エパルレスタット錠５０ｍｇ「トーワ」(PTP1錠),"",東和薬品,茶,27,24,114,0,錠,3078,2736,342,東和薬品,3999013F1339,4987155733051;4987155733068;
54490014F13401,ｴﾋﾟﾅｽﾁﾝ01,内,エピナスチン塩酸塩錠１０ｍｇ「ＶＴＲＳ」(PTP1錠),"",マイランＥＰＤ,下,13.1,10.6761,71,0,錠,930.1,758.0031,172.0969,ヴィアトリス製薬,4490014F1343,4987901039703;4987901039802;
54490014F22901,ｴﾋﾟﾅｽﾁﾝｴ0,内,エピナスチン塩酸塩錠２０ｍｇ「トーワ」(PTP1錠),"",東和薬品,茶,24.1,20.4,124,0,錠,2988.4,2529.6,458.8,東和薬品,4490014F2293,4987155760057;
61319762Q11401,ｴﾋﾟﾅｽﾁﾝﾃﾝ,外,エピナスチン塩酸塩点眼液０．０５％「わかもと」(本5mL),"",わかもと製薬,点眼下,130.9,103.2,80,0,mL,10472,8256,2216,わかもと製薬,1319762Q1141,4987243318108;
52590100X20401,ｴﾋﾞﾌﾟﾛｽ,内,エビプロスタット配合錠ＤＢ(PTP1錠),"",日本新薬,下,32.9,27.5972,123,0,錠,4046.7,3394.4556,652.2444,日本新薬,2590100X2046,4987173017324;4987173017331;4987173017355;
72451402G30201,ｴﾋﾟﾍﾟﾝ03,注,エピペン注射液０．３ｍｇ(筒1筒),"",マイランＥＰＤ,"",9810,8739,0,0,筒,0,0,0,マイランＥＰＤ,2451402G3026,4987888140195;
51179045F80201,ｴﾋﾞﾘﾌｧｲ01,内,エビリファイ錠１ｍｇ(PTP1錠),"",大塚製薬,下劇袋,22.6,22.6,30,0,錠,678,678,0,大塚製薬,1179045F8028,4987035076711;
51179045F10201,ｴﾋﾞﾘﾌｧｲ03,内,エビリファイ錠３ｍｇ(PTP1錠),"",大塚製薬,"",50,38.93,95,0,錠,4750,3698.35,1051.65,大塚製薬,1179045F1023,4987035030317;4987035030416;
51179045F40201,ｴﾋﾞﾘﾌｧｲｵ0,内,エビリファイＯＤ錠３ｍｇ(ﾌﾞﾘｽﾀｰ1錠),"",大塚製薬,"",50,0,0,0,錠,0,0,0,大塚製薬,1179045F4022,4987035521914;4987035522010;
53399009F10201,ｴﾌｨｴﾝﾄ03,内,エフィエント錠３．７５ｍｇ(PTP1錠),"",第一三共,下,268,237.71,59,0,錠,15812,14024.89,1787.11,第一三共,3399009F1020,4987081103324;4987081103331;4987081103348;4987081103355;
52339180B10301,ｴﾌｹｰｻﾝ,内,ＦＫ配合散(分包1.3ｇ),"",扶桑薬品工業,分包棚４､1.3G分包,6.3,5.6995,379.6,0,ｇ,2391.48,2163.5302,227.9498,扶桑薬品工業,2339180B1030,4987197162208;4987197162215;4987197162222;
56225001F20301,ｴﾌﾞﾄｰﾙ25,内,エブトール２５０ｍｇ錠(PTP1錠),"",科研製薬,不動在庫,16.7,14.57,54,0,錠,901.8,786.78,115.02,科研製薬,6225001F2032,4987042110736;4987042110774;
51169010F20201,ｴﾌﾋﾟｰ,内,エフピーＯＤ錠２．５　２．５ｍｇ(PTP1錠),"",エフピー,覚せい剤原料,283.7,252.7667,8,0,錠,2269.6,2022.1336,247.4664,エフピー,1169010F2020,4987782126202;4987782126219;
52149020N10302,ｴﾌﾞﾗﾝﾁﾙ15,内,エブランチルカプセル１５ｍｇ(PTP1Ｃ),"",科研製薬,茶,14.1,14.1,192,0,Ｃ,2707.2,2707.2,0,三和化学研究所,2149020N1031,4987086511063;4987086511070;4987086511087;
51249009F14201,ｴﾍﾟﾘｿﾞﾝ05,内,エペリゾン塩酸塩錠５０ｍｇ「トーワ」(PTP1錠),"",東和薬品,"",5.9,5.02,721,0,錠,4253.9,3619.42,634.48,東和薬品,1249009F1422,4987155066104;4987155066128;
62649843S10302,ｴﾑｴｽｵﾝ,外,ＭＳ温シップ「タイホウ」(枚100ｇ),"",岡山大鵬薬品,湿布棚３,0.86,0.7,900,0,ｇ,774,630,144,帝國製薬,2649843S1039,4987641077317;4987641077331;4987641077348;
58114004G10201,ｴﾑｴｽｺﾝﾁ01,内,ＭＳコンチン錠１０ｍｇ(PTP1錠),"",シオノギファーマ,麻薬,245.6,228.093,86,0,錠,21121.6,19615.998,1505.602,塩野義製薬,8114004G1027,4987087028867;
62649895S10202,ｴﾑｴｽﾚｲ,外,ＭＳ冷シップ「タイホウ」(枚100ｇ),"",岡山大鵬薬品,湿布棚３,0.86,0.7,1300,0,ｇ,1118,910,208,大鵬薬品,2649895S1028,4987117180114;4987117180152;
53339004F10201,ｴﾘｷｭｰｽ02,内,エリキュース錠２．５ｍｇ(PTP1錠),"",ブリストル・マイヤー,茶,125.6,103.69,245,0,錠,30772,25404.05,5367.95,ファイザー,3339004F1029,4987114175007;4987114175601;4987114175700;
53339004F20201,ｴﾘｷｭｰｽ05,内,エリキュース錠５ｍｇ(PTP1錠),"",ブリストル・マイヤー,茶,227.5,187.85,188,0,錠,42770,35315.8,7454.2,ファイザー,3339004F2025,4987114175106;4987114176004;4987114176103;
56141004F20401,ｴﾘｽﾛｼﾝｼ20,内,エリスロシン錠２００ｍｇ(PTP1錠),"",マイランＥＰＤ,茶,11.7,9.07,152,0,錠,1778.4,1378.64,399.76,マイランＥＰＤ,6141004F2042,4987888170512;4987888170529;
56141001R11247,ｴﾘｽﾛｼﾝﾄ10,内,エリスロシンドライシロップ１０％　１００ｍｇ(ﾊﾞﾗ1ｇ),"",マイランＥＰＤ,散剤２,12.6,10.7407,64.5,0,ｇ,812.7,692.7752,119.9248,マイランＥＰＤ,6141001R1120,4987888170536;4987888170543;
53999033S30201,ｴﾙｶﾙﾁﾝﾅ10,内,エルカルチンＦＦ内用液１０％分包１０ｍＬ(分包1包),"",大塚製薬,不動在庫,609.6,582.875,8,0,包,4876.8,4663,213.8,大塚製薬,3999033S3027,4987035104513;
56132002E10301,ｴﾙｹﾌﾚｯｸ,内,Ｌ－ケフレックス小児用顆粒　２００ｍｇ(分包1ｇ),"",共和薬品,散剤引出､袋 分包,71.4,67.6667,6,0,ｇ,428.4,406.0002,22.3998,共和薬品,6132002E1034,4987058185476;
52590100X20601,ｴﾙｻﾒｯﾄｴｽ,内,エルサメットＳ配合錠(PTP1錠),"",日医工岐阜工場,不動在庫,5.9,4.3986,291,0,錠,1716.9,1279.9926,436.9074,武田薬品,2590100X2062,4987123410434;4987123414364;
53112006M10301,ｴﾙﾃﾞｶﾙｼｶ0,内,エルデカルシトールカプセル０．５μｇ「サワイ」(PTP1Ｃ),"",沢井製薬,茶劇,18,14.08,489,0,Ｃ,8802,6885.12,1916.88,沢井製薬,3112006M1030,4987080196112;4987080196174;
53112006M20301,ｴﾙﾃﾞｶﾙｼｶ0,内,エルデカルシトールカプセル０．７５μｇ「サワイ」(PTP1Ｃ),"",沢井製薬,茶劇,25.6,20,356,0,Ｃ,9113.6,7120,1993.6,沢井製薬,3112006M2037,4987080198116;4987080198123;4987080198178;4987080198185;
73259534G10201,ｴﾙﾈｵﾊﾟｴ21,注,エルネオパＮＦ２号輸液　１０００ｍＬ(ｷｯﾄ1ｷｯﾄ),"",大塚製薬工場,"",1210,1165,2,0,ｷｯﾄ,2420,2330,90,大塚製薬,3259534G1023,4987035189404;
57149004X11148,ｴﾙﾒﾝﾄｰﾙ,内,ｌ－メントール「ホエイ」(ﾊﾞﾗ1ｇ),"",マイランＥＰＤ,冷蔵庫（大）､バラ,28.4,30,27,0,ｇ,766.8,810,-43.2,ヴィアトリス製薬,7149004X1117,4987901093903;4987901094009;
52160005F10401,ｴﾚﾄﾘﾌﾟﾀﾝ0,内,エレトリプタン錠２０ｍｇ「ＴＣＫ」(PTP1錠),"",辰巳化学,不動在庫,183.4,148.8,22,0,錠,4034.8,3273.6,761.2,辰巳化学,2160005F1048,4987124156812;4987124156829;
67190701X10347,ｴﾝｶﾅﾄﾘｳ,外,塩化ナトリウム「オーツカ」(ﾊﾞﾗ1ｇ),"",大塚製薬工場,散剤上,0.66,0.5981,316,0,ｇ,208.56,188.9996,19.5604,大塚製薬,7190701X1036,4987035056416;
52590007F12101,ｴﾝｻﾝﾌﾟﾛﾋ0,内,塩酸プロピベリン錠１０ｍｇ「ＳＷ」(PTP1錠),"",沢井製薬,下ふ２,15,11.51,91,0,錠,1365,1047.41,317.59,沢井製薬,2590007F1218,4987080558316;
53259114S10250,ｴﾝｼｭｱ,内,エンシュア・Ｈ(ﾊﾞﾆﾗ250mL),"",アボットジャパン,"",0.92,0.822,0,0,mL,0,0,0,アボットジャパン,3259114S1026,4987439095813;
53259114S10251,ｴﾝｼｭｱ,内,エンシュア・Ｈ(ﾊﾞﾅﾅ250mL),"",アボットジャパン,"",0.92,0.8221,3500,0,mL,3220,2877.35,342.65,アボットジャパン,3259114S1026,4987439095844;
53259114S10252,ｴﾝｼｭｱ,内,エンシュア・Ｈ(ｺｰﾋｰ250mL),"",アボットジャパン,"",0.92,0.8221,4000,0,mL,3680,3288.4,391.6,アボットジャパン,3259114S1026,4987439095851;
53259114S10253,ｴﾝｼｭｱ,内,エンシュア・Ｈ(ｽﾄﾛﾍﾞﾘ250mL),"",アボットジャパン,"",0.92,0.8221,1750,0,mL,1610,1438.675,171.325,アボットジャパン,3259114S1026,4987439197616;
53259109S10250,ｴﾝｼｭｱﾘ,内,エンシュア・リキッド(ﾊﾞﾆﾗ250mL),"",アボットジャパン,"",0.59,0.5274,10500,0,mL,6195,5537.7,657.3,アボットジャパン,3259109S1025,4987439095783;
53259109S10251,ｴﾝｼｭｱﾘ,内,エンシュア・リキッド(ｽﾄﾛﾍﾞﾘｰ250mL),"",アボットジャパン,"",0.59,0.5274,6250,0,mL,3687.5,3296.25,391.25,アボットジャパン,3259109S1025,4987439095806;
56250029F20201,ｴﾝﾃｶﾋﾞﾙｵ0,内,エンテカビルＯＤ錠０．５ｍｇ「サワイ」(PTP1錠),"",沢井製薬,不動在庫,106.8,169.4783,23,0,錠,2456.4,3898.0009,-1441.6009,沢井製薬,6250029F2020,4987080143277;
54211002F10401,ｴﾝﾄﾞｷｻﾝ05,内,エンドキサン錠５０ｍｇ(PTP1錠),"",塩野義製薬,抗癌剤（１）,25.9,22.0957,10,0,錠,259,220.957,38.043,塩野義製薬,4211002F1044,4987087033410;
52190041F10201,ｴﾝﾚｽﾄｼﾞ05,内,エンレスト錠５０ｍｇ(PTP1錠),"",ノバルティスファーマ,下,65.2,65.2,206,0,錠,13431.2,13431.2,0,ノバルティスファーマ,2190041F1027,4987443384408;
52190041F20201,ｴﾝﾚｽﾄｼﾞ10,内,エンレスト錠１００ｍｇ(PTP1錠),"",ノバルティスファーマ,下,114.4,103.8961,84,0,錠,9609.6,8727.2724,882.3276,ノバルティスファーマ,2190041F2023,4987443384415;
52190041F30201,ｴﾝﾚｽﾄｼﾞ20,内,エンレスト錠２００ｍｇ(PTP1錠),"",ノバルティスファーマ,下,201.3,201.3,99,0,錠,19928.7,19928.7,0,ノバルティスファーマ,2190041F3020,4987443384446;4987443401372;
53961003F10201,ｵｲｸﾞﾙｺﾝ01,内,オイグルコン錠１．２５ｍｇ(PTP1錠),"",太陽ファルマ,下劇､PTP／バラ,5.9,4.56,197,0,錠,1162.3,898.32,263.98,太陽ファルマ,3961003F1028,4987925116138;4987925116145;
53961003F20201,ｵｲｸﾞﾙｺﾝ02,内,オイグルコン錠２．５ｍｇ(PTP1錠),"",太陽ファルマ,"",9.9,0,0,0,錠,0,0,0,太陽ファルマ,3961003F2024,4987925116152;4987925116169;
62649800N10201,ｵｲﾗｯｸｽｴｲﾁ,外,オイラックスＨクリーム(ﾁｭｰﾌﾞ5ｇ),"",日新製薬－山形,外用下､5G,12.7,12,10,0,ｇ,127,120,7,日新製薬－山形,2649800N1029,4987447593011;
62649722N10201,ｵｲﾗｯｸｽｸ,外,オイラックスクリーム１０％(ﾁｭｰﾌﾞ10ｇ),"",日新製薬－山形,外用下､１０Ｇ,3.86,4.6,60,0,ｇ,231.6,276,-44.4,日新製薬－山形,2649722N1027,4987447592014;
56139100F10401,ｵｰｸﾞﾒﾝﾁ01,内,オーグメンチン配合錠１２５ＳＳ　１８７．５ｍｇ(PTP1錠),"",グラクソ・スミスクラ,不動在庫,31.8,28,26,0,錠,826.8,728,98.8,グラクソ・スミスクラ,6139100F1048,4987246718219;
56139100F20401,ｵｰｸﾞﾒﾝﾁ02,内,オーグメンチン配合錠２５０ＲＳ　３７５ｍｇ(PTP1錠),"",グラクソ・スミスクラ,茶,45.7,39.6667,87,0,錠,3975.9,3451.0029,524.8971,グラクソ・スミスクラ,6139100F2044,4987246718226;
73311401A20201,ｵｵﾂｶｾｲｼ00,注,大塚生食注　２０ｍＬ(管1管),"",大塚製薬工場,水剤４,62,55.7941,34,0,管,2108,1896.9994,211.0006,大塚製薬,3311401A2026,4987035081517;
62691702M10301,ｵｷｻﾛｰﾙﾅ,外,オキサロール軟膏２５μｇ／ｇ　０．００２５％(ﾁｭｰﾌﾞ10ｇ),"",マルホ,外用下劇,77.4,61.1,40,0,ｇ,3096,2444,652,マルホ,2691702M1036,4987213101020;4987213101037;
62691702Q10201,ｵｷｻﾛｰﾙﾛ,外,オキサロールローション２５μｇ／ｇ　０．００２５％(本10ｇ),"",マルホ,外用下劇,77.4,58.3,20,0,ｇ,1548,1166,382,マルホ,2691702Q1020,4987213101105;4987213101112;
58119002G50301,ｵｷｼｺﾄﾞﾝｼｴ,内,オキシコドン徐放錠５ｍｇＮＸ「第一三共」(PTP1錠),"",第一三共プロファーマ,麻薬,94.5,84.0909,66,0,錠,6237,5549.9994,687.0006,第一三共,8119002G5038,4987081521104;4987081521111;
58119002G60301,ｵｷｼｺﾄﾞﾝｼｴ,内,オキシコドン徐放錠１０ｍｇＮＸ「第一三共」(PTP1錠),"",第一三共プロファーマ,麻薬,175.1,155.8871,62,0,錠,10856.2,9665.0002,1191.1998,第一三共,8119002G6034,4987081521159;4987081521166;
58119002G50201,ｵｷｼｺﾝﾁﾝﾃ0,内,オキシコンチンＴＲ錠５ｍｇ(PTP1錠),"",シオノギファーマ,麻薬,124.5,119.2,5,0,錠,622.5,596,26.5,塩野義製薬,8119002G5020,4987087042290;4987087042306;
58119002B20201,ｵｷﾉｰﾑ02,内,オキノーム散２．５ｍｇ(分包1包),"",シオノギファーマ,麻薬,55.2,49.2,40,0,包,2208,1968,240,塩野義製薬,8119002B2023,4987087036206;
58119002B30201,ｵｷﾉｰﾑ05,内,オキノーム散５ｍｇ(分包1包),"",シオノギファーマ,麻薬,111.2,101.6852,54,0,包,6004.8,5491.0008,513.7992,塩野義製薬,8119002B3020,4987087036213;
58119002B40205,ｵｷﾉｰﾑ10,内,オキノーム散１０ｍｇ(分包1包),"",シオノギファーマ,麻薬,220.7,232,6,0,包,1324.2,1392,-67.8,塩野義製薬,8119002B4026,4987087039917;
72499418G10201,ｵｾﾞﾝﾋﾟｯ90,注,オゼンピック皮下注０．２５ｍｇＳＤ　０．５ｍＬ(ｷｯﾄ1ｷｯﾄ),"",ノボ・ノルディスクフ,冷蔵庫大,1376,1382,1,0,ｷｯﾄ,1376,1382,-6,ノボ・ノルディスクフ,2499418G1028,4987616004089;
72499418G20201,ｵｾﾞﾝﾋﾟｯ90,注,オゼンピック皮下注０．５ｍｇＳＤ　０．５ｍＬ(ｷｯﾄ1ｷｯﾄ),"",ノボ・ノルディスクフ,"",2752,0,0,0,ｷｯﾄ,0,0,0,ノボ・ノルディスクフ,2499418G2024,4987616004102;
72499418G30201,ｵｾﾞﾝﾋﾟｯ90,注,オゼンピック皮下注１．０ｍｇＳＤ　１ｍｇ０．５ｍＬ(ｷｯﾄ1ｷｯﾄ),"",ノボ・ノルディスクフ,"",5504,0,0,0,ｷｯﾄ,0,0,0,ノボ・ノルディスクフ,2499418G3020,4987616004126;
72499418G40201,ｵｾﾞﾝﾋﾟｯ90,注,オゼンピック皮下注２ｍｇ　１．５ｍＬ(ｷｯﾄ1ｷｯﾄ),"",ノボ・ノルディスクフ,冷蔵庫大　上,11008,9556,6,0,ｷｯﾄ,66048,57336,8712,ノボ・ノルディスクフ,2499418G4027,4987616003655;
53999042F30202,ｵﾃｽﾞﾗ03,内,オテズラ錠３０ｍｇ(PTP1錠),"",アムジェン,茶劇,989.6,989.6071,222,0,錠,219691.2,219692.7762,-1.5762,アムジェン,3999042F3028,4987947000033;
53399003F10701,ｵﾊﾟﾙﾓﾝ,内,オパルモン錠５μｇ(PTP1錠),"",小野薬品,茶､PTP,32,24.8524,231,0,錠,7392,5740.9044,1651.0956,小野薬品,3399003F1073,4987039421296;4987039421371;4987039450630;4987039450715;
53399003F10747,ｵﾊﾟﾙﾓﾝ,内,オパルモン錠５μｇ(ﾊﾞﾗ1錠),"",小野薬品,カセット､バラ,32,35.4848,425,0,錠,13600,15081.04,-1481.04,小野薬品,3399003F1073,4987039451873;4987039451958;
52190035F10201,ｵﾌﾟｽﾐｯﾄ01,内,オプスミット錠１０ｍｇ(PTP1錠),"",ヤンセンファーマ,下劇,13374.6,12023.6585,20.5,0,錠,274179.3,246484.9992,27694.3008,ヤンセンファーマ,2190035F1021,4987748003011;
58114005S10201,ｵﾌﾟｿﾅｲ05,内,オプソ内服液５ｍｇ　２．５ｍＬ(分包1包),"",住友ファーマ,麻薬,114.5,102,33,0,包,3778.5,3366,412.5,住友ファーマ,8114005S1024,4987116780315;
58114005S20201,ｵﾌﾟｿﾅｲ10,内,オプソ内服液１０ｍｇ　５ｍＬ(分包1包),"",住友ファーマ,麻薬,211.9,190.3,10,0,包,2119,1903,216,住友ファーマ,8114005S2020,4987116780414;
52189019M10501,ｵﾒｶﾞ3ｶ02,内,オメガ－３脂肪酸エチル粒状カプセル２ｇ「武田テバ」(分包1包),"",武田テバファーマ,クラシエ漢方棚,98.2,81.0179,126,0,包,12373.2,10208.2554,2164.9446,武田薬品,2189019M1055,4987123002721;4987123002738;
52329022H20202,ｵﾒﾌﾟﾗｰﾙ01,内,オメプラール錠１０　１０ｍｇ(PTP1錠),"",太陽ファルマ,下,37.2,29.7986,48,0,錠,1785.6,1430.3328,355.2672,太陽ファルマ,2329022H2023,4987925303101;4987925303200;4987925303408;
52329022H21601,ｵﾒﾌﾟﾗｿﾞ01,内,オメプラゾール錠１０ｍｇ「ケミファ」(PTP1錠),"",シオノケミカル,"",18.3,0,0,0,錠,0,0,0,日本ケミファ,2329022H2163,4987171534212;4987171534267;4987171534458;
52329022H12201,ｵﾒﾌﾟﾗｿﾞﾁ0,内,オメプラゾール腸溶錠２０ｍｇ「武田テバ」(PTP1錠),"",武田テバファーマ,茶,28.2,19.8989,66,0,錠,1861.2,1313.3274,547.8726,武田薬品,2329022H1221,4987123000116;4987123412698;4987123412704;4987123412711;
51179044F61501,ｵﾗﾝｻﾞﾋﾟﾝｵ,内,オランザピンＯＤ錠２．５ｍｇ「ＶＴＲＳ」(PTP1錠),"",マイランＥＰＤ,茶,11.4,8.4857,110,0,錠,1254,933.427,320.573,ヴィアトリス製薬,1179044F6152,4987901043502;4987901043601;
67121704X13047,ｵﾘﾌﾞﾕ,外,オリブ油（丸石）(ﾊﾞﾗ1mL),"",丸石製薬－大阪,"",1.93,0,0,0,mL,0,0,0,丸石製薬－大阪,7121704X1300,4987211115159;
61315702Q10502,ｵﾙｶﾞﾄﾞﾛ,外,オルガドロン点眼・点耳・点鼻液０．１％(本5mL),"",サンドファーマ,下点眼,38.4,38.4,5,0,mL,192,192,0,サンドファーマ,1315702Q1051,4987886003171;
53999044F10201,ｵﾙｹﾃﾞｨｱ01,内,オルケディア錠１ｍｇ(PTP1錠),"",協和キリン,茶劇,271.9,241.0889,45,0,錠,12235.5,10849.0005,1386.4995,協和キリン,3999044F1024,4987057616605;
62399707M10502,ｵﾙﾃｸｻｰ,外,オルテクサー口腔用軟膏０．１％(ﾁｭｰﾌﾞ5ｇ),"",ビーブランド・メディ,外用下,63.3,63.2,45,0,ｇ,2848.5,2844,4.5,日本ジェネリック,2399707M1057,4987792295585;
53999043F10201,ｵﾙﾐｴﾝﾄ02,内,オルミエント錠２ｍｇ(PTP1錠),"",日本イーライリリー,不動在庫,2705.9,0,0,0,錠,0,0,0,日本イーライリリー,3999043F1020,4987428418203;
52149044F31001,ｵﾙﾒｻﾙﾀﾝｼﾞ,内,オルメサルタン錠５ｍｇ「ケミファ」(PTP1錠),"",日本ケミファ,下,10.1,7.6963,135,0,錠,1363.5,1039.0005,324.4995,日本ケミファ,2149044F3108,4987171251102;
